_id,text
5f6245eaa084761f4fac77a1,RT @DLoesch: I guess whistleblowers aren’t cool anymore https://t.co/0K7GLGgOCk
5f6245eaa084761f4fac77a3,"RT @therecount: CDC Director Dr. Robert Redfield makes it as clear as he can: ""This face mask is more guaranteed to protect me against COVI…"
5f6245eaa084761f4fac77a5,@WriterWillsy @NovelFinds Love them!
5f6245eaa084761f4fac77a7,RT @AkamatsuJjh: @RexChapman @JenH0821 I currently live in (densely populated) Japan. Mask-wearing has been a health practice far before Co…
5f6245eaa084761f4fac77a9,"RT @AngrierWHStaff: So far this morning, Trump has RT’d a video of a Fox News doctor lying about Dr. Fauci downplaying the transmissibility…"
5f6245eaa084761f4fac77ab,RT @Drfattyliver: Dear @BorisJohnson. My wife and I are both NHS consultants. Our child is now off school for 14 days due to a child in her…
5f6245eba084761f4fac77ad,RT @kyantewilson: Must 🙂 be 🙂 nice 🙂 to 🙂 live 🙂 in 🙂 a 🙂 country 🙂 that 🙂 isn’t 🙂 infested 🙂 with 🙂 imbeciles 🙂
5f6245eba084761f4fac77af,"RT @sassycrass: Oh my God, the TONE. This is like the third headline I've read OPENLY complaining about the absence of Black African death.…"
5f6245eba084761f4fac77b1,RT @nowthisnews: Watch this doctor debunk a popular COVID-19 myth often pushed by Trump supporters (via IG @/eric2687) https://t.co/cLbNzlW…
5f6245eba084761f4fac77b3,"RT @HillaryClinton: When a president has failed our kids the way this one has, he shouldn't be president anymore."
5f6245eba084761f4fac77b5,"#COVID19 has decimated hotel businesses and 6 months into the pandemic, 4 out of 10 hotel employees are still not w… https://t.co/0gLtjDCAWg"
5f6245eba084761f4fac77b7,I hope the Covid slows down because I have about 100 D1 prospects from Europe and Australia that would make a lot o… https://t.co/ZNcFZMMLiC
5f6245eba084761f4fac77b9,"RT @ianmSC: This is complete insanity. First masks ""may"" protect others, now they're ""more guaranteed” to protect YOU than a vaccine?

If t…"
5f6245eba084761f4fac77bb,"RT @RuchiraC: No data of migrant workers. No data of 
healthcare staff who have been affected by and died of COVID. 

That's why no Questio…"
5f6245eba084761f4fac77bd,"RT @MirandaMalins: I've finished my second novel - the prequel to #ThePuritanPrincess👑! It's only a first draft but IT EXISTS! And after th…"
5f6245eba084761f4fac77c0,RT @smritiirani: I am sure you will win this battle against Covid-19. Prayers for your speedy recovery Sir 🙏
5f6245eba084761f4fac77c2,"Naval Academy Reports at Least 14 Coronavirus Cases Among Midshipmen, Staff in a Month https://t.co/fYpUY0IW60"
5f6245eba084761f4fac77c4,"RT @BallouxFrancois: A model showing that Social Distancing (SD) can increase the final size of an outbreak. The model doesn't consider age…"
5f6245eba084761f4fac77c6,RT @sambitswaraj: Prayers for Sh @nitin_gadkari ji for quick recovery 🙏
5f6245eba084761f4fac77c8,“We Have a Lot of Evidence that It’s a Fake Story All Over the World” – German Doctors on COVID-19 -… https://t.co/ffR7CjvQ6m
5f6245eba084761f4fac77ca,"RT @TomFitton: Chinese virologist: China's government 'intentionally' released #COVID-19 https://t.co/TSOlBWErMx #FoxNews"
5f6245eba084761f4fac77cc,"RT @rameshlaus: Good News!

The no. of people who have recovered from #Coronavirus infection in #India has reached 4 Million..

#Coronaviru…"
5f6245eba084761f4fac77ce,RT @ziyarara: President of Guinea beating up a Minister who stole covid funds! Stealing is violence!! https://t.co/Rl91BykkkF
5f6245eba084761f4fac77d0,"RT @piersmorgan: So what?
Are older people's lives not as important as yours?"
5f6245eba084761f4fac77d2,@ProjectLincoln Homeless x3 in the past year— house fire; coronavirus causing me to lose both my &amp; my daughter’s jo… https://t.co/whGMKSLfBn
5f6245eca084761f4fac77d4,RT @FirstSquawk: MULTIPLE WHITE HOUSE STAFF TEST POSITIVE FOR CORONAVIRUS
5f6245eca084761f4fac77d6,@LGBTQALEX @panIuke @CAVLRYS @linqards @lamxsbitcha @mufchope I bought up yous were stupid? I used Corona as an exa… https://t.co/p7p7JQgt2K
5f6245eca084761f4fac77d8,"RT @tomforemancnn: Despite claims to the contrary, this is going to be a long haul"
5f6245eca084761f4fac77da,Coronation Street filming disrupted as actor tests positive for coronavirus https://t.co/8UJxI2MRuW
5f6245eca084761f4fac77dc,"RT @RawStory: Devastating research estimates 100,000 Americans would be alive if Trump had even an average COVID-19 response https://t.co/B…"
5f6245eca084761f4fac77de,"September surge: India No.1 in Covid cases and deaths in first 15 days
 https://t.co/K0n1d9Thjf
Download the TOI ap… https://t.co/V5a6uIISX3"
5f6245eca084761f4fac77e0,"RT @wallowsmusic: lil bts video of our covid safe, and all night music video shoot for ‘nobody gets me’ is up on youtube now. made by the g…"
5f6245eca084761f4fac77e2,"RT @Life_Disrupted: Spain reports 11,193 coronavirus cases in the past day."
5f6245eca084761f4fac77e4,"RT @AngelWarrior321: Last night on Tucker Carlson it was revealed that

CORONAVIRUS was CREATED in Wuhan Lab and released INTENTIONALLY!

W…"
5f6245eca084761f4fac77e6,RT @TheRickyDavila: So we can agree that MAGA is now fully pro-covid right? Right.
5f6245eca084761f4fac77e8,RT @PhilipRucker: CDC director testifies to the importance of wearing masks the morning after the president gave credence to mask deniers/d…
5f6245eca084761f4fac77ea,"RT @Graenni: We knew it’s manufactured.

Here’s the real question, when Congress started the containment lab in Texas, back in 2000, did th…"
5f6245eca084761f4fac77ec,"RT @MSNBC: Bob Woodward on President Trump downplaying the severity of the coronavirus: 

""If he'd been honest and shared the truth in some…"
5f6245eca084761f4fac77ee,"RT @BillKristol: Trump last night: ""A lot of people think that masks are not good.""
Trump's CDC Director today: ""This face mask is more gua…"
5f6245eca084761f4fac77f0,"RT @Uncle_clique: Nov 2019: Femi Otedola gave out N5 billion to the ""Save the Children Fund"" through DJ Cuppy's Foundation.

April 2020: Ot…"
5f6245eca084761f4fac77f2,Hey @BorisJohnson why are we testing for in your words #coronavirus surely it should be #covid-19.. why do people n… https://t.co/E36ZELuKYU
5f6245eca084761f4fac77f4,RT @breakingmkts: MULTIPLE WHITE HOUSE STAFF TEST POSITIVE FOR CORONAVIRUS
5f6245eca084761f4fac77f6,"RT @SidneyPowell1: Yep, a few of us knew this from Day One!
#China made the virus a weapon.
@SenTomCotton
@ODNIgov
@DNI_Ratcliffe
@GenFlynn…"
5f6245eca084761f4fac77f8,RT @DLoesch: I guess whistleblowers aren’t cool anymore
5f6245eca084761f4fac77fa,"Coronavirus: Second national lockdown would be 'disastrous', PM says https://t.co/zqTEU0hRcI"
5f6245eca084761f4fac77fc,RT @DLoesch: I guess whistleblowers aren’t cool anymore https://t.co/0K7GLGgOCk
5f6245eca084761f4fac77fe,RT @CARLadvocates: Rashid and @MSilcoff: Refugee protection and public health should co-exist in Canada https://t.co/b6A8EO7tz3 #COVID19 #r…
5f6245eca084761f4fac7800,YES YES YES AND YES 🙌🏽🙌🏽🙌🏽🙌🏽 incredible work by @WinchesterVPedu!! I raised the need for a self certification polic… https://t.co/ZcX13y1G2l
5f6245eca084761f4fac7802,"RT @DrSenthil_MDRD: News Courtesy : @timesofindia 
😊🙏 https://t.co/zOYtLUxp8q"
5f6245eca084761f4fac7804,RT @stuartpstevens: Trump has ripped apart the life we had. @donwinslow nails it.
5f6245eca084761f4fac7806,"RT @DrTomFrieden: In addition to a Covid vaccine, it's clear we need to immunize public health agencies against the virus of politics infec…"
5f6245eca084761f4fac7808,My job is making me get tested for COVID 😑
5f6245eda084761f4fac780a,“Those whom the God would destroy they first make mad”
5f6245eda084761f4fac780c,"RT @BillKristol: Trump last night: ""A lot of people think that masks are not good.""
Trump's CDC Director today: ""This face mask is more gua…"
5f6245eda084761f4fac780e,"RT @Nihas99202581: Please save paramedical student in pandemic time

Please don't allow students in covid duties and hospital it may high r…"
5f6245eda084761f4fac7810,"RT @SenDuckworth: If you haven't received your #COVID19 $500 stimulus check for your child, there’s still time! The IRS extended the deadli…"
5f6245eda084761f4fac7812,"RT @tomborelli: What a joke! “Independent” group 2 “investigate"" origins of COVID-19 led by @msnbc contributor Jeffrey Sachs &amp; @PeterDaszak…"
5f6245eda084761f4fac7814,RT @KBSeauxluxe: Okay how do we get this goin here?
5f6245eda084761f4fac7816,RT @nypost: Twitter suspends Chinese virologist who says COVID-19 was made in Wuhan lab https://t.co/m6SWyK4SF7 https://t.co/oLIW5LSJUF
5f6245eda084761f4fac7818,"RT @RawStory: Devastating research estimates 100,000 Americans would be alive if Trump had even an average COVID-19 response https://t.co/B…"
5f6245eda084761f4fac781a,"RT @usambovu: Trump lied and my father died.

His stooge Gov. Ron DeSantis is also responsible.
#TrumpLied200KDied"
5f6245eda084761f4fac781c,RT @tobyfox: I designed a shirt for the anniversary! I drew it using a trackball mouse. It has quotes from the game on the back if you want…
5f6245eda084761f4fac781e,"RT @AmericaFightHim: @realDonaldTrump Is Trump trying to infect as many Americans as he can because Putin told him to? I mean, he's spoken…"
5f6245eda084761f4fac7820,RT @NarasinghMishra: Health service has collapsed in the state. In the district of Balangir it is in coma. A newly born child brought to Ba…
5f6245eda084761f4fac7822,"@realDonaldTrump Yes, entertain yourself and let wildfires and Covid along with tensions in Middle East continue on… https://t.co/Ah3hr4MD3R"
5f6245eda084761f4fac7824,"RT @Breaking911: CDC Director Redfield:

“These facemasks are the important, powerful public health tool we have— I might even go so far as…"
5f6245eda084761f4fac7826,RT @PTIofficial: Parliamentarians coming to congratulate PM after the historic FATF bills passed in joint session. PM Imran Khan urging peo…
5f6245eda084761f4fac7828,"RT @Life_Disrupted: Spain reports 11,193 coronavirus cases in the past day."
