,text
2311,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2312,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6115}"
2313,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.0772}"
2314,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}"
2315,"{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.4939}"
2316,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.296}"
2317,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}"
2318,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.2732}"
2319,"{'neg': 0.265, 'neu': 0.542, 'pos': 0.193, 'compound': -0.296}"
2320,"{'neg': 0.297, 'neu': 0.703, 'pos': 0.0, 'compound': -0.4215}"
2321,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2322,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.7096}"
2323,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2324,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2325,"{'neg': 0.526, 'neu': 0.474, 'pos': 0.0, 'compound': -0.9022}"
2326,"{'neg': 0.0, 'neu': 0.259, 'pos': 0.741, 'compound': 0.8225}"
2327,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2328,"{'neg': 0.18, 'neu': 0.602, 'pos': 0.218, 'compound': 0.128}"
2329,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.25}"
2330,"{'neg': 0.351, 'neu': 0.372, 'pos': 0.277, 'compound': -0.2023}"
2331,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}"
2332,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2333,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2334,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2335,"{'neg': 0.176, 'neu': 0.648, 'pos': 0.176, 'compound': 0.0}"
2336,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.296}"
2337,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}"
2338,"{'neg': 0.405, 'neu': 0.595, 'pos': 0.0, 'compound': -0.5267}"
2339,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2340,"{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.2732}"
2341,"{'neg': 0.163, 'neu': 0.654, 'pos': 0.183, 'compound': 0.0772}"
2342,"{'neg': 0.504, 'neu': 0.496, 'pos': 0.0, 'compound': -0.7964}"
2343,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}"
2344,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2345,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2346,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6115}"
2347,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}"
2348,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2349,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.7906}"
2350,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}"
2351,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.34}"
2352,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2353,"{'neg': 0.284, 'neu': 0.716, 'pos': 0.0, 'compound': -0.4534}"
2354,"{'neg': 0.42, 'neu': 0.49, 'pos': 0.091, 'compound': -0.6908}"
2355,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2356,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}"
2357,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}"
2358,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2359,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.25}"
2360,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.3089}"
2361,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2362,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2363,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2364,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2365,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2366,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2367,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2368,"{'neg': 0.234, 'neu': 0.468, 'pos': 0.298, 'compound': 0.2732}"
2369,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2370,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}"
2371,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.5994}"
2372,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2373,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}"
2374,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.8885}"
2375,"{'neg': 0.405, 'neu': 0.595, 'pos': 0.0, 'compound': -0.5267}"
2376,"{'neg': 0.581, 'neu': 0.419, 'pos': 0.0, 'compound': -0.8658}"
2377,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
2378,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.3818}"
2379,"{'neg': 0.504, 'neu': 0.496, 'pos': 0.0, 'compound': -0.7964}"
2380,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}"
2381,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}"
2382,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.743}"
2383,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2384,"{'neg': 0.292, 'neu': 0.191, 'pos': 0.517, 'compound': 0.6908}"
2385,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}"
2386,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2387,"{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.4201}"
2388,"{'neg': 0.234, 'neu': 0.468, 'pos': 0.298, 'compound': 0.2732}"
2389,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.4019}"
2390,"{'neg': 0.0, 'neu': 0.154, 'pos': 0.846, 'compound': 0.6705}"
2391,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2392,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}"
2393,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2394,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.4588}"
2395,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}"
2396,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.296}"
2397,"{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.5106}"
2398,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2399,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.5574}"
2400,"{'neg': 0.339, 'neu': 0.538, 'pos': 0.124, 'compound': -0.6124}"
2401,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2402,"{'neg': 0.0, 'neu': 0.349, 'pos': 0.651, 'compound': 0.6808}"
2403,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2263}"
2404,"{'neg': 0.215, 'neu': 0.579, 'pos': 0.207, 'compound': -0.0258}"
2405,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2406,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}"
2407,"{'neg': 0.0, 'neu': 0.509, 'pos': 0.491, 'compound': 0.6997}"
2408,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2409,"{'neg': 0.252, 'neu': 0.488, 'pos': 0.26, 'compound': 0.0258}"
2410,"{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.34}"
2411,"{'neg': 0.245, 'neu': 0.532, 'pos': 0.223, 'compound': -0.0516}"
2412,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2413,"{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.6908}"
2414,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2023}"
2415,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}"
2416,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.0516}"
2417,"{'neg': 0.589, 'neu': 0.411, 'pos': 0.0, 'compound': -0.6486}"
2418,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.6124}"
2419,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5719}"
2420,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2421,"{'neg': 0.434, 'neu': 0.395, 'pos': 0.171, 'compound': -0.6124}"
2422,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2423,"{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.6369}"
2424,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.0516}"
2425,"{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.4939}"
2426,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2427,"{'neg': 0.392, 'neu': 0.608, 'pos': 0.0, 'compound': -0.7003}"
2428,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}"
2429,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}"
2430,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.0772}"
2431,"{'neg': 0.535, 'neu': 0.465, 'pos': 0.0, 'compound': -0.3182}"
2432,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.2023}"
2433,"{'neg': 0.36, 'neu': 0.4, 'pos': 0.24, 'compound': -0.2263}"
2434,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.5267}"
2435,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2436,"{'neg': 0.684, 'neu': 0.316, 'pos': 0.0, 'compound': -0.9538}"
2437,"{'neg': 0.319, 'neu': 0.5, 'pos': 0.181, 'compound': -0.296}"
2438,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2439,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}"
2440,"{'neg': 0.0, 'neu': 0.259, 'pos': 0.741, 'compound': 0.8225}"
2441,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}"
2442,"{'neg': 0.515, 'neu': 0.485, 'pos': 0.0, 'compound': -0.6486}"
2443,"{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.0516}"
2444,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2445,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.5994}"
2446,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2447,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.5994}"
2448,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.3818}"
2449,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}"
2450,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.4404}"
2451,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2452,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}"
2453,"{'neg': 0.343, 'neu': 0.522, 'pos': 0.134, 'compound': -0.4215}"
2454,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2455,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}"
2456,"{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.6486}"
2457,"{'neg': 0.448, 'neu': 0.23, 'pos': 0.322, 'compound': -0.2732}"
2458,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
2459,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2460,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.3818}"
2461,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
2462,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.3818}"
2463,"{'neg': 0.167, 'neu': 0.679, 'pos': 0.154, 'compound': -0.0516}"
2464,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.357}"
2465,"{'neg': 0.192, 'neu': 0.616, 'pos': 0.192, 'compound': 0.0}"
2466,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2467,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2468,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.5994}"
2469,"{'neg': 0.311, 'neu': 0.689, 'pos': 0.0, 'compound': -0.3089}"
2470,"{'neg': 0.336, 'neu': 0.664, 'pos': 0.0, 'compound': -0.6187}"
2471,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}"
2472,"{'neg': 0.526, 'neu': 0.474, 'pos': 0.0, 'compound': -0.9022}"
2473,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}"
2474,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}"
2475,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2476,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.2023}"
2477,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}"
2478,"{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.1531}"
2479,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2480,"{'neg': 0.171, 'neu': 0.685, 'pos': 0.144, 'compound': -0.1027}"
2481,"{'neg': 0.308, 'neu': 0.692, 'pos': 0.0, 'compound': -0.4588}"
2482,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2483,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.2023}"
2484,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}"
2485,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.5994}"
2486,"{'neg': 0.206, 'neu': 0.534, 'pos': 0.26, 'compound': 0.1779}"
2487,"{'neg': 0.284, 'neu': 0.716, 'pos': 0.0, 'compound': -0.4534}"
2488,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.2263}"
2489,"{'neg': 0.124, 'neu': 0.529, 'pos': 0.347, 'compound': 0.5859}"
2490,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2491,"{'neg': 0.168, 'neu': 0.559, 'pos': 0.273, 'compound': 0.1779}"
2492,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.5574}"
2493,"{'neg': 0.229, 'neu': 0.602, 'pos': 0.169, 'compound': -0.25}"
2494,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2495,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2496,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2497,"{'neg': 0.129, 'neu': 0.68, 'pos': 0.19, 'compound': 0.2263}"
2498,"{'neg': 0.481, 'neu': 0.519, 'pos': 0.0, 'compound': -0.7579}"
2499,"{'neg': 0.254, 'neu': 0.462, 'pos': 0.283, 'compound': 0.128}"
2500,"{'neg': 0.238, 'neu': 0.61, 'pos': 0.152, 'compound': -0.34}"
2501,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.34}"
2502,"{'neg': 0.526, 'neu': 0.474, 'pos': 0.0, 'compound': -0.9022}"
2503,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2504,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2023}"
2505,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.5574}"
2506,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.34}"
2507,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.7003}"
2508,"{'neg': 0.192, 'neu': 0.616, 'pos': 0.192, 'compound': 0.0}"
2509,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2510,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.3182}"
2511,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4927}"
2512,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.1531}"
2513,"{'neg': 0.0, 'neu': 0.381, 'pos': 0.619, 'compound': 0.9186}"
2514,"{'neg': 0.301, 'neu': 0.699, 'pos': 0.0, 'compound': -0.6486}"
2515,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2516,"{'neg': 0.303, 'neu': 0.367, 'pos': 0.33, 'compound': 0.0772}"
2517,"{'neg': 0.136, 'neu': 0.714, 'pos': 0.149, 'compound': 0.0516}"
2518,"{'neg': 0.534, 'neu': 0.466, 'pos': 0.0, 'compound': -0.0754}"
2519,"{'neg': 0.293, 'neu': 0.5, 'pos': 0.207, 'compound': -0.296}"
2520,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.4588}"
2521,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2522,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2523,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2524,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}"
2525,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.4767}"
2526,"{'neg': 0.116, 'neu': 0.34, 'pos': 0.544, 'compound': 0.743}"
2527,"{'neg': 0.187, 'neu': 0.645, 'pos': 0.168, 'compound': -0.0772}"
2528,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5106}"
2529,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2530,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2531,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.5574}"
2532,"{'neg': 0.253, 'neu': 0.46, 'pos': 0.287, 'compound': -0.1027}"
2533,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.6808}"
2534,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2023}"
2535,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2536,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2537,"{'neg': 0.23, 'neu': 0.461, 'pos': 0.309, 'compound': 0.0516}"
2538,"{'neg': 0.543, 'neu': 0.457, 'pos': 0.0, 'compound': -0.9169}"
2539,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}"
2540,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2541,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2542,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}"
2543,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}"
2544,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}"
2545,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.4588}"
2546,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.6597}"
2547,"{'neg': 0.0, 'neu': 0.522, 'pos': 0.478, 'compound': 0.7506}"
2548,"{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.7783}"
2549,"{'neg': 0.27, 'neu': 0.577, 'pos': 0.154, 'compound': -0.204}"
2550,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}"
2551,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}"
2552,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.3818}"
2553,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}"
2554,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.5994}"
2555,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}"
2556,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}"
2557,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2558,"{'neg': 0.112, 'neu': 0.415, 'pos': 0.473, 'compound': 0.8658}"
2559,"{'neg': 0.535, 'neu': 0.465, 'pos': 0.0, 'compound': -0.7845}"
2560,"{'neg': 0.276, 'neu': 0.613, 'pos': 0.11, 'compound': -0.5719}"
2561,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}"
2562,"{'neg': 0.472, 'neu': 0.283, 'pos': 0.245, 'compound': -0.7003}"
2563,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2564,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4023}"
2565,"{'neg': 0.453, 'neu': 0.116, 'pos': 0.43, 'compound': -0.0516}"
2566,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}"
2567,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.4549}"
2568,"{'neg': 0.214, 'neu': 0.786, 'pos': 0.0, 'compound': -0.4588}"
2569,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.5106}"
2570,"{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.3182}"
2571,"{'neg': 0.187, 'neu': 0.645, 'pos': 0.168, 'compound': -0.0772}"
2572,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2573,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}"
2574,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4939}"
2575,"{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.6908}"
2576,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.5994}"
2577,"{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.3818}"
2578,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2579,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5574}"
2580,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2581,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2582,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2583,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2584,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}"
2585,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2586,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0772}"
2587,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2588,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.1027}"
2589,"{'neg': 0.141, 'neu': 0.508, 'pos': 0.35, 'compound': 0.5719}"
2590,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2591,"{'neg': 0.117, 'neu': 0.584, 'pos': 0.299, 'compound': 0.5423}"
2592,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}"
2593,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.6369}"
2594,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}"
2595,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2596,"{'neg': 0.357, 'neu': 0.643, 'pos': 0.0, 'compound': -0.6124}"
2597,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.4588}"
2598,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2599,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2600,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2601,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2602,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2603,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2023}"
2604,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.1027}"
2605,"{'neg': 0.197, 'neu': 0.53, 'pos': 0.273, 'compound': 0.25}"
2606,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
2607,"{'neg': 0.378, 'neu': 0.336, 'pos': 0.286, 'compound': -0.2732}"
2608,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2609,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.7003}"
2610,"{'neg': 0.087, 'neu': 0.465, 'pos': 0.448, 'compound': 0.7351}"
