,text
1504,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1505,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}"
1506,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1507,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1508,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.25}"
1509,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
1510,"{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.4767}"
1511,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}"
1512,"{'neg': 0.74, 'neu': 0.26, 'pos': 0.0, 'compound': -0.6908}"
1513,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.5574}"
1514,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1515,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}"
1516,"{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.3182}"
1517,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1518,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1519,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
1520,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1521,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.34}"
1522,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1523,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.7269}"
1524,"{'neg': 0.229, 'neu': 0.602, 'pos': 0.169, 'compound': -0.25}"
1525,"{'neg': 0.573, 'neu': 0.427, 'pos': 0.0, 'compound': -0.7717}"
1526,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4588}"
1527,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.1531}"
1528,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}"
1529,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}"
1530,"{'neg': 0.153, 'neu': 0.645, 'pos': 0.202, 'compound': 0.1531}"
1531,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4767}"
1532,"{'neg': 0.335, 'neu': 0.526, 'pos': 0.139, 'compound': -0.6249}"
1533,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1534,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1535,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}"
1536,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1537,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1538,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.5574}"
1539,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}"
1540,"{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.4767}"
1541,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1542,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
1543,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}"
1544,"{'neg': 0.0, 'neu': 0.414, 'pos': 0.586, 'compound': 0.8176}"
1545,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.6597}"
1546,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1547,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}"
1548,"{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.7999}"
1549,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1550,"{'neg': 0.479, 'neu': 0.521, 'pos': 0.0, 'compound': -0.5574}"
1551,"{'neg': 0.273, 'neu': 0.472, 'pos': 0.255, 'compound': -0.0498}"
1552,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1553,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1554,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1555,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1556,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.6808}"
1557,"{'neg': 0.769, 'neu': 0.231, 'pos': 0.0, 'compound': -0.875}"
1558,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1559,"{'neg': 0.21, 'neu': 0.645, 'pos': 0.145, 'compound': -0.2023}"
1560,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1561,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.1027}"
1562,"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.1531}"
1563,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}"
1564,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1565,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6115}"
1566,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7906}"
1567,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.7579}"
1568,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.5574}"
1569,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.2023}"
1570,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1571,"{'neg': 0.312, 'neu': 0.569, 'pos': 0.119, 'compound': -0.5759}"
1573,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4215}"
1574,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.6492}"
1575,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1576,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.7351}"
1577,"{'neg': 0.643, 'neu': 0.357, 'pos': 0.0, 'compound': -0.8957}"
1578,"{'neg': 0.239, 'neu': 0.556, 'pos': 0.206, 'compound': -0.1531}"
1579,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}"
1580,"{'neg': 0.299, 'neu': 0.521, 'pos': 0.18, 'compound': -0.3612}"
1581,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1582,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.0258}"
1583,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.25}"
1584,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1585,"{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.5574}"
1586,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1587,"{'neg': 0.309, 'neu': 0.537, 'pos': 0.154, 'compound': -0.5106}"
1588,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.5859}"
1589,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}"
1590,"{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.6597}"
1591,"{'neg': 0.193, 'neu': 0.807, 'pos': 0.0, 'compound': -0.4767}"
1592,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1593,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1594,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1595,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1596,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1597,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}"
1598,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1599,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1600,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1601,"{'neg': 0.187, 'neu': 0.625, 'pos': 0.187, 'compound': 0.0}"
1602,"{'neg': 0.405, 'neu': 0.595, 'pos': 0.0, 'compound': -0.5267}"
1603,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}"
1604,"{'neg': 0.172, 'neu': 0.611, 'pos': 0.217, 'compound': 0.2023}"
1605,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1606,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1607,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1608,"{'neg': 0.526, 'neu': 0.474, 'pos': 0.0, 'compound': -0.9022}"
1609,"{'neg': 0.297, 'neu': 0.703, 'pos': 0.0, 'compound': -0.4215}"
1610,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5719}"
1611,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2732}"
1612,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}"
1613,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.25}"
1614,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1615,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1616,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1617,"{'neg': 0.276, 'neu': 0.263, 'pos': 0.461, 'compound': 0.5859}"
1618,"{'neg': 0.353, 'neu': 0.526, 'pos': 0.12, 'compound': -0.4767}"
1619,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.5574}"
1620,"{'neg': 0.424, 'neu': 0.417, 'pos': 0.16, 'compound': -0.5859}"
1621,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1622,"{'neg': 0.147, 'neu': 0.698, 'pos': 0.155, 'compound': 0.0258}"
1623,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.6908}"
1624,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1625,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}"
1626,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1627,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1628,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
1629,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1630,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.25}"
1631,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1632,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.5574}"
1633,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1634,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}"
1635,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}"
1636,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1637,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1638,"{'neg': 0.229, 'neu': 0.602, 'pos': 0.169, 'compound': -0.25}"
1639,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.5267}"
1640,"{'neg': 0.327, 'neu': 0.4, 'pos': 0.273, 'compound': 0.0516}"
1641,"{'neg': 0.0, 'neu': 0.259, 'pos': 0.741, 'compound': 0.8225}"
1642,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1643,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1644,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1645,"{'neg': 0.181, 'neu': 0.551, 'pos': 0.268, 'compound': 0.2732}"
1646,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4023}"
1647,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.4767}"
1648,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.5859}"
1649,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1650,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.3182}"
1651,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}"
1652,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1653,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1654,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}"
1655,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1656,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}"
1657,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1658,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1659,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}"
1660,"{'neg': 0.129, 'neu': 0.68, 'pos': 0.19, 'compound': 0.2263}"
1661,"{'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.2263}"
1662,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
1663,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1664,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1665,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1666,"{'neg': 0.154, 'neu': 0.662, 'pos': 0.184, 'compound': 0.1027}"
1667,"{'neg': 0.531, 'neu': 0.276, 'pos': 0.193, 'compound': -0.6007}"
1668,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.296}"
1669,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1670,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1671,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1672,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.5994}"
1673,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1674,"{'neg': 0.456, 'neu': 0.544, 'pos': 0.0, 'compound': -0.7717}"
1675,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.1531}"
1676,"{'neg': 0.491, 'neu': 0.303, 'pos': 0.206, 'compound': -0.5719}"
1677,"{'neg': 0.429, 'neu': 0.571, 'pos': 0.0, 'compound': -0.3089}"
1678,"{'neg': 0.453, 'neu': 0.373, 'pos': 0.174, 'compound': -0.6705}"
1679,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}"
1680,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.5859}"
1681,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1682,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}"
1683,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.2732}"
1684,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.7003}"
1685,"{'neg': 0.387, 'neu': 0.347, 'pos': 0.266, 'compound': -0.4767}"
1686,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.7964}"
1687,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.25}"
1688,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1689,"{'neg': 0.0, 'neu': 0.227, 'pos': 0.773, 'compound': 0.5267}"
1690,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.5106}"
1691,"{'neg': 0.405, 'neu': 0.595, 'pos': 0.0, 'compound': -0.5267}"
1692,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5719}"
1693,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
1694,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2023}"
1695,"{'neg': 0.187, 'neu': 0.645, 'pos': 0.168, 'compound': -0.0772}"
1696,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.4588}"
1697,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.3612}"
1698,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}"
1699,"{'neg': 0.48, 'neu': 0.52, 'pos': 0.0, 'compound': -0.8074}"
1700,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1701,"{'neg': 0.229, 'neu': 0.602, 'pos': 0.169, 'compound': -0.25}"
1702,"{'neg': 0.187, 'neu': 0.576, 'pos': 0.237, 'compound': 0.1779}"
1703,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1704,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1705,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1706,"{'neg': 0.488, 'neu': 0.37, 'pos': 0.142, 'compound': -0.6808}"
1707,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1708,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1709,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1710,"{'neg': 0.424, 'neu': 0.4, 'pos': 0.176, 'compound': -0.4767}"
1711,"{'neg': 0.201, 'neu': 0.391, 'pos': 0.408, 'compound': 0.4019}"
1712,"{'neg': 0.147, 'neu': 0.698, 'pos': 0.155, 'compound': 0.0258}"
1713,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}"
1714,"{'neg': 0.27, 'neu': 0.449, 'pos': 0.281, 'compound': 0.024}"
1715,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}"
1716,"{'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.2263}"
1717,"{'neg': 0.451, 'neu': 0.549, 'pos': 0.0, 'compound': -0.8481}"
1718,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1719,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1720,"{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.2263}"
1721,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1722,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}"
1723,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}"
1724,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5719}"
1725,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1726,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}"
1727,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}"
1728,"{'neg': 0.229, 'neu': 0.602, 'pos': 0.169, 'compound': -0.25}"
1729,"{'neg': 0.068, 'neu': 0.559, 'pos': 0.373, 'compound': 0.7096}"
1730,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1731,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1732,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.5574}"
1733,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}"
1734,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.3818}"
1735,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1736,"{'neg': 0.0, 'neu': 0.261, 'pos': 0.739, 'compound': 0.8176}"
1737,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.7506}"
1738,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}"
1739,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1740,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1741,"{'neg': 0.231, 'neu': 0.321, 'pos': 0.449, 'compound': 0.5267}"
1742,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.1027}"
1743,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}"
1744,"{'neg': 0.319, 'neu': 0.613, 'pos': 0.067, 'compound': -0.6249}"
1745,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1746,"{'neg': 0.327, 'neu': 0.4, 'pos': 0.273, 'compound': 0.0516}"
1747,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1748,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.7351}"
1749,"{'neg': 0.108, 'neu': 0.719, 'pos': 0.173, 'compound': 0.2263}"
1750,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1751,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1752,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}"
1753,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1754,"{'neg': 0.238, 'neu': 0.595, 'pos': 0.167, 'compound': -0.296}"
1755,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1756,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4767}"
1757,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1758,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}"
1759,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}"
1760,"{'neg': 0.263, 'neu': 0.737, 'pos': 0.0, 'compound': -0.2982}"
1761,"{'neg': 0.164, 'neu': 0.678, 'pos': 0.158, 'compound': -0.0258}"
1762,"{'neg': 0.362, 'neu': 0.552, 'pos': 0.086, 'compound': -0.6705}"
1763,"{'neg': 0.149, 'neu': 0.497, 'pos': 0.354, 'compound': 0.5122}"
1764,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.5994}"
1765,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}"
1766,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1767,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.7506}"
1768,"{'neg': 0.61, 'neu': 0.39, 'pos': 0.0, 'compound': -0.5719}"
1769,"{'neg': 0.663, 'neu': 0.337, 'pos': 0.0, 'compound': -0.8957}"
1770,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
1771,"{'neg': 0.8, 'neu': 0.2, 'pos': 0.0, 'compound': -0.6124}"
1772,"{'neg': 0.773, 'neu': 0.227, 'pos': 0.0, 'compound': -0.5267}"
1773,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1774,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1775,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1776,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1777,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1778,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5106}"
1779,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1780,"{'neg': 0.47, 'neu': 0.373, 'pos': 0.157, 'compound': -0.6369}"
1781,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1782,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1783,"{'neg': 0.222, 'neu': 0.505, 'pos': 0.273, 'compound': 0.128}"
1784,"{'neg': 0.229, 'neu': 0.602, 'pos': 0.169, 'compound': -0.25}"
1785,"{'neg': 0.39, 'neu': 0.61, 'pos': 0.0, 'compound': -0.4939}"
1786,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}"
1787,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1788,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}"
1789,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1790,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.6808}"
1791,"{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.4939}"
1792,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
1793,"{'neg': 0.496, 'neu': 0.504, 'pos': 0.0, 'compound': -0.7096}"
1794,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
1795,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1796,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.3818}"
1797,"{'neg': 0.397, 'neu': 0.603, 'pos': 0.0, 'compound': -0.6808}"
1798,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1799,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1800,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1801,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1802,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}"
1803,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}"
1804,"{'neg': 0.212, 'neu': 0.438, 'pos': 0.35, 'compound': 0.296}"
